600,0.0085428,0.804944,0.00521658,0.841018
602,0.0084855,0.805743,0.00523014,0.840204
604,0.0084262,0.810475,0.00524094,0.840631
606,0.0084156,0.815555,0.00526082,0.849918
608,0.0084456,0.820247,0.0053529,0.850798
610,0.0085282,0.824808,0.00548048,0.854777
612,0.0086012,0.830322,0.00559993,0.859506
614,0.0087063,0.834011,0.00572303,0.865122
616,0.0087977,0.838201,0.00587009,0.866815
618,0.0088983,0.839726,0.00598422,0.868395
620,0.008957,0.843808,0.00608558,0.870417
622,0.0089865,0.846182,0.00618479,0.869253
624,0.0090377,0.84668,0.00624575,0.869809
626,0.0091362,0.844342,0.00636318,0.866418
628,0.0091923,0.846568,0.00646156,0.866135
630,0.0093245,0.845543,0.00662103,0.86376
632,0.0094377,0.845636,0.00672107,0.866048
634,0.0095348,0.844972,0.00685261,0.863431
636,0.009625,0.842956,0.00696853,0.859451
638,0.0096807,0.841164,0.00703712,0.857394
640,0.0097295,0.837388,0.00713341,0.852402
642,0.0098384,0.829568,0.00725082,0.840696
644,0.0098896,0.825998,0.00733407,0.834597
646,0.010002,0.819028,0.00743778,0.825136
648,0.010094,0.818206,0.0075651,0.821646
650,0.010298,0.814236,0.00777566,0.815461
652,0.010546,0.814861,0.00801624,0.818002
654,0.01096,0.813764,0.00842427,0.815772
656,0.011551,0.814904,0.00903046,0.815501
658,0.012318,0.820115,0.00980814,0.820503
660,0.013335,0.822965,0.0108322,0.823337
662,0.014524,0.827551,0.0120323,0.826962
664,0.015941,0.824168,0.0134507,0.82256
666,0.017442,0.819722,0.014952,0.817174
668,0.0188,0.817599,0.0162698,0.814107
670,0.01989,0.817742,0.017388,0.813791
672,0.020537,0.81659,0.0180721,0.811783
674,0.020655,0.818823,0.018238,0.813274
676,0.020338,0.822291,0.0179744,0.816196
678,0.01955,0.82725,0.0172436,0.82082
680,0.0183,0.835229,0.016057,0.8284
682,0.016561,0.850076,0.0143849,0.843146
684,0.014549,0.867555,0.0124842,0.861145
686,0.0124,0.888444,0.010429,0.882873
688,0.010363,0.9124567,0.00854401,0.9022806
690,0.0086832,0.9313884,0.0068551,0.9255264
692,0.0072437,0.9442124,0.00548901,0.9417016
694,0.0060441,0.9678341,0.00438385,0.967679
696,0.0051813,0.9816795,0.00359814,0.9821707
698,0.0044349,1.00265734,0.00298877,0.999734295
700,0.0039342,1.0131636,0.00248126,1.028608
