400,0.043321,0.702647,0.0240515,0.687735
402,0.043805,0.700084,0.0248166,0.688701
404,0.044307,0.697132,0.0255988,0.686988
406,0.045064,0.694026,0.0265531,0.686489
408,0.045812,0.691633,0.027581,0.685867
410,0.046699,0.688172,0.0287352,0.683414
412,0.047328,0.686245,0.029655,0.681803
414,0.047969,0.681567,0.0305583,0.676545
416,0.048595,0.678229,0.0314484,0.673274
418,0.049069,0.674644,0.0321773,0.669766
420,0.049477,0.671195,0.032834,0.666439
422,0.049611,0.664926,0.0332152,0.658423
424,0.049713,0.658931,0.0335617,0.651111
426,0.050096,0.655739,0.03421,0.647587
428,0.050561,0.653668,0.0349403,0.645798
430,0.051299,0.654277,0.0359357,0.647841
432,0.051568,0.649987,0.0364578,0.642507
434,0.051726,0.645127,0.0368482,0.636881
436,0.05195,0.640081,0.03728,0.631562
438,0.052003,0.635798,0.0375477,0.627259
440,0.052019,0.634965,0.037824,0.626633
442,0.051398,0.629752,0.0374489,0.619551
444,0.050464,0.623199,0.0367647,0.610037
446,0.049508,0.618631,0.0360619,0.603779
448,0.048558,0.614373,0.0353548,0.59799
450,0.047932,0.615096,0.0349905,0.599299
452,0.047111,0.613056,0.0344152,0.596627
454,0.046229,0.610055,0.033776,0.592427
456,0.045566,0.609617,0.0333615,0.592019
458,0.044945,0.609564,0.0329797,0.591989
460,0.044552,0.612358,0.0328336,0.596114
462,0.043937,0.612818,0.0324544,0.596732
464,0.043282,0.612055,0.0320227,0.595636
466,0.042681,0.611916,0.0316415,0.595456
468,0.042065,0.611941,0.0312368,0.595546
470,0.04153,0.612938,0.0309118,0.597029
472,0.040727,0.611148,0.0302978,0.594761
474,0.039861,0.608394,0.0296197,0.590984
476,0.039079,0.606649,0.0290199,0.588654
478,0.038357,0.605187,0.0284796,0.586772
480,0.037742,0.606533,0.0280519,0.589011
482,0.037013,0.606429,0.0275088,0.58888
484,0.036276,0.607219,0.0269574,0.590095
486,0.035576,0.609741,0.0264469,0.59367
488,0.034834,0.613506,0.0258937,0.598583
490,0.034124,0.620026,0.0253719,0.607395
492,0.033205,0.625043,0.0246401,0.613784
494,0.03217,0.630752,0.0237919,0.620913
496,0.031089,0.637768,0.0229018,0.629698
498,0.029954,0.64575,0.021947,0.639874
500,0.028819,0.655743,0.0209906,0.652915
502,0.027624,0.664994,0.0199717,0.665039
504,0.026434,0.674511,0.0189531,0.677825
506,0.025281,0.68439,0.0179645,0.691096
508,0.024201,0.694508,0.0170429,0.704961
510,0.023181,0.706004,0.0161767,0.721246
512,0.022189,0.715509,0.0153331,0.73487
514,0.021248,0.724687,0.0145366,0.748164
516,0.020406,0.734965,0.0138247,0.763636
518,0.019624,0.744704,0.013169,0.77829
520,0.018943,0.755131,0.0126114,0.793886
522,0.018252,0.764378,0.0120616,0.806798
524,0.017583,0.774288,0.0115413,0.81826
526,0.017065,0.775837,0.0111019,0.827539
528,0.016484,0.784234,0.0106782,0.837822
530,0.015987,0.791979,0.0102702,0.850035
532,0.015469,0.799297,0.00986676,0.864371
534,0.014994,0.804306,0.00945034,0.876105
536,0.014524,0.811547,0.00913158,0.883664
538,0.014103,0.816237,0.00879997,0.891514
540,0.013722,0.821776,0.00847894,0.9036376
542,0.013316,0.82706,0.00822898,0.9059528
544,0.012954,0.83034,0.00791535,0.9135778
546,0.012554,0.834129,0.00758758,0.9210046
548,0.012194,0.835807,0.00730458,0.9262056
550,0.011825,0.838542,0.00702755,0.9311673
552,0.011423,0.842131,0.00668777,0.9389103
554,0.011049,0.841923,0.00637847,0.9444716
556,0.010677,0.843801,0.00611841,0.9434622
558,0.010317,0.84359,0.00586209,0.9438741
560,0.010031,0.841254,0.00567919,0.9345194
562,0.0097641,0.839246,0.00545193,0.9381874
564,0.0094984,0.838815,0.00528849,0.9308322
566,0.0092848,0.839762,0.00516659,0.9308692
568,0.0091161,0.840059,0.0050977,0.9251119
570,0.0090396,0.836425,0.00498617,0.9298118
572,0.0089222,0.835646,0.00498028,0.9192422
574,0.008827,0.83547,0.00498036,0.9105802
576,0.0087804,0.832592,0.0050036,0.9000773
578,0.0087719,0.829529,0.00500971,0.9019533
580,0.0088089,0.827631,0.00508712,0.893336
582,0.0088272,0.826485,0.00512157,0.893499
584,0.0088963,0.819942,0.00524069,0.876441
586,0.0089011,0.820214,0.00531486,0.869708
588,0.0089057,0.817376,0.00535469,0.863694
590,0.0089436,0.811726,0.00539004,0.858931
592,0.0088958,0.810858,0.00541207,0.852832
594,0.0088117,0.808518,0.00536942,0.848167
596,0.0087399,0.803886,0.00531406,0.844824
598,0.0086249,0.804346,0.00527335,0.838523
